county,date,all_hospital_beds,icu_available_beds
Plumas,12/26/2020,35,0
Madera,12/26/2020,288,12
Yolo,12/26/2020,169,24
Placer,12/26/2020,747,23
Mono,12/26/2020,17,1
Butte,12/26/2020,451,3
Inyo,12/26/2020,29,4
Modoc,12/26/2020,12,0
Santa Cruz,12/26/2020,372,5
San Joaquin,12/26/2020,913,7
Fresno,12/26/2020,1543,8
Humboldt,12/26/2020,274,14
Lake,12/26/2020,77,1
Contra Costa,12/26/2020,1519,29
Orange,12/26/2020,5929,99
Calaveras,12/26/2020,33,4
Trinity,12/26/2020,25,0
Merced,12/26/2020,271,7
Sacramento,12/26/2020,2584,84
Lassen,12/26/2020,25,0
Solano,12/26/2020,573,11
San Bernardino,12/26/2020,4022,45
Nevada,12/26/2020,120,0
San Mateo,12/26/2020,723,28
Colusa,12/26/2020,48,5
Napa,12/26/2020,241,5
Tuolumne,12/26/2020,84,2
Sutter,12/26/2020,14,0
Kern,12/26/2020,1074,33
San Luis Obispo,12/26/2020,460,25
Alameda,12/26/2020,2506,80
Mendocino,12/26/2020,80,2
Marin,12/26/2020,335,8
San Francisco,12/26/2020,1929,72
Del Norte,12/26/2020,51,1
Monterey,12/26/2020,717,12
Riverside,12/26/2020,3468,31
Amador,12/26/2020,52,1
Santa Clara,12/26/2020,3081,48
Glenn,12/26/2020,47,0
Sutter,12/27/2020,14,0
Santa Cruz,12/27/2020,373,3
Trinity,12/27/2020,25,0
San Luis Obispo,12/27/2020,460,20
Amador,12/27/2020,52,0
Sacramento,12/27/2020,2590,95
San Diego,12/27/2020,6714,175
Inyo,12/27/2020,29,4
Marin,12/27/2020,335,10
Merced,12/27/2020,271,6
Placer,12/27/2020,747,20
Calaveras,12/27/2020,33,4
Kern,12/27/2020,1096,12
Humboldt,12/27/2020,274,13
Butte,12/27/2020,451,3
San Joaquin,12/27/2020,930,9
Del Norte,12/27/2020,51,2
Glenn,12/27/2020,47,0
Yuba,12/27/2020,261,1
Orange,12/27/2020,6001,92
Napa,12/27/2020,241,5
Tuolumne,12/27/2020,84,5
Modoc,12/27/2020,12,0
Kings,12/27/2020,127,0
San Mateo,12/27/2020,727,28
Mono,12/27/2020,17,2
Fresno,12/27/2020,1564,8
Ventura,12/27/2020,1213,37
Solano,12/27/2020,572,11
Colusa,12/27/2020,48,5
Tehama,12/27/2020,59,1
Nevada,12/27/2020,131,0
Plumas,12/27/2020,35,0
Santa Clara,12/27/2020,3102,39
Los Angeles,12/27/2020,20222,384
San Benito,12/27/2020,25,0
Stanislaus,12/27/2020,1300,21
Lake,12/27/2020,77,1
Alameda,12/27/2020,2503,75
Madera,12/27/2020,288,13
San Francisco,12/27/2020,1919,65
Yolo,12/27/2020,169,15
Riverside,12/27/2020,3476,29
Mendocino,12/27/2020,83,4
Santa Barbara,12/27/2020,668,22
Monterey,12/27/2020,717,9
Shasta,12/27/2020,567,10
Siskiyou,12/27/2020,56,9
Imperial,12/27/2020,265,4
El Dorado,12/27/2020,190,4
San Bernardino,12/27/2020,4034,48
Contra Costa,12/27/2020,1528,27
Lassen,12/27/2020,25,0
Tulare,12/27/2020,627,12
Mariposa,12/27/2020,19,0
Sonoma,12/27/2020,570,23
Placer,12/28/2020,745,19
San Francisco,12/28/2020,1930,64
Los Angeles,12/28/2020,20266,356
Modoc,12/28/2020,12,0
Tulare,12/28/2020,633,13
San Bernardino,12/28/2020,4076,53
San Mateo,12/28/2020,724,27
Calaveras,12/28/2020,33,5
San Luis Obispo,12/28/2020,460,23
Siskiyou,12/28/2020,56,7
Riverside,12/28/2020,3535,41
Mono,12/28/2020,17,2
San Benito,12/28/2020,25,0
Santa Cruz,12/28/2020,372,2
Contra Costa,12/28/2020,1529,29
Nevada,12/28/2020,134,2
Humboldt,12/28/2020,274,14
Yuba,12/28/2020,261,1
Madera,12/28/2020,288,13
Mendocino,12/28/2020,88,7
Glenn,12/28/2020,47,0
Marin,12/28/2020,342,12
Monterey,12/28/2020,717,13
Napa,12/28/2020,250,47
Butte,12/28/2020,451,3
Fresno,12/28/2020,1593,13
Mariposa,12/28/2020,19,0
Lassen,12/28/2020,25,0
Colusa,12/28/2020,48,5
Sutter,12/28/2020,14,0
Shasta,12/28/2020,567,7
Imperial,12/28/2020,265,2
Solano,12/28/2020,568,11
Santa Clara,12/28/2020,3117,27
Lake,12/28/2020,77,1
Sacramento,12/28/2020,2608,101
Sonoma,12/28/2020,569,20
Inyo,12/28/2020,29,3
Stanislaus,12/28/2020,1299,20
Santa Barbara,12/28/2020,668,21
El Dorado,12/28/2020,190,3
Alameda,12/28/2020,2518,70
Orange,12/28/2020,6003,107
Merced,12/28/2020,271,3
Ventura,12/28/2020,1218,36
Trinity,12/28/2020,25,0
Amador,12/28/2020,52,1
Del Norte,12/28/2020,51,2
San Joaquin,12/28/2020,908,9
Tuolumne,12/28/2020,84,5
Plumas,12/28/2020,35,0
Kings,12/28/2020,129,0
Tehama,12/28/2020,59,0
Kern,12/28/2020,1123,10
San Diego,12/28/2020,6722,176
Yolo,12/28/2020,169,22
Lassen,12/29/2020,25,0
San Joaquin,12/29/2020,907,8
Amador,12/29/2020,53,1
Shasta,12/29/2020,567,13
Butte,12/29/2020,451,4
San Francisco,12/29/2020,1984,60
Mendocino,12/29/2020,91,6
Sonoma,12/29/2020,607,20
Kings,12/29/2020,146,2
El Dorado,12/29/2020,190,4
Stanislaus,12/29/2020,1299,18
Santa Clara,12/29/2020,3126,28
Orange,12/29/2020,6060,70
Los Angeles,12/29/2020,20330,330
Glenn,12/29/2020,47,0
Alameda,12/29/2020,2557,72
Santa Barbara,12/29/2020,668,23
Yuba,12/29/2020,261,1
Sutter,12/29/2020,14,0
Placer,12/29/2020,753,18
Ventura,12/29/2020,1237,36
Santa Cruz,12/29/2020,372,1
Calaveras,12/29/2020,33,2
Inyo,12/29/2020,29,3
Tulare,12/29/2020,622,12
Trinity,12/29/2020,25,0
Yolo,12/29/2020,169,21
Siskiyou,12/29/2020,56,9
Solano,12/29/2020,578,13
San Mateo,12/29/2020,746,28
Monterey,12/29/2020,717,14
Madera,12/29/2020,288,11
Plumas,12/29/2020,35,0
Kern,12/29/2020,1171,14
Fresno,12/29/2020,1582,7
Tuolumne,12/29/2020,84,2
Lake,12/29/2020,77,1
Merced,12/29/2020,271,0
Humboldt,12/29/2020,267,11
Contra Costa,12/29/2020,1543,26
San Bernardino,12/29/2020,4160,57
Imperial,12/29/2020,265,-1
San Benito,12/29/2020,25,0
Napa,12/29/2020,262,1
Mariposa,12/29/2020,19,0
Tehama,12/29/2020,59,0
San Luis Obispo,12/29/2020,460,19
Colusa,12/29/2020,48,5
Nevada,12/29/2020,125,2
Riverside,12/29/2020,3533,24
Modoc,12/29/2020,12,0
Marin,12/29/2020,347,12
Del Norte,12/29/2020,51,3
Mono,12/29/2020,17,1
San Diego,12/29/2020,6733,172
Sacramento,12/29/2020,2608,86
Santa Cruz,12/30/2020,372,2
Yuba,12/30/2020,261,0
Santa Barbara,12/30/2020,668,18
Kings,12/30/2020,129,0
Siskiyou,12/30/2020,56,8
Sonoma,12/30/2020,590,24
Butte,12/30/2020,451,4
San Luis Obispo,12/30/2020,460,20
Plumas,12/30/2020,35,0
Monterey,12/30/2020,717,13
Stanislaus,12/30/2020,1296,16
Calaveras,12/30/2020,33,4
Madera,12/30/2020,288,8
Sutter,12/30/2020,14,0
Del Norte,12/30/2020,51,3
San Francisco,12/30/2020,1967,59
Fresno,12/30/2020,1571,12
Humboldt,12/30/2020,274,15
Contra Costa,12/30/2020,1565,25
Glenn,12/30/2020,47,0
Marin,12/30/2020,346,12
Placer,12/30/2020,756,18
Amador,12/30/2020,52,0
El Dorado,12/30/2020,190,0
San Mateo,12/30/2020,737,26
Riverside,12/30/2020,3572,31
Mono,12/30/2020,17,1
Los Angeles,12/30/2020,20515,320
Nevada,12/30/2020,137,1
San Bernardino,12/30/2020,4135,41
Merced,12/30/2020,272,0
Kern,12/30/2020,1174,10
Alameda,12/30/2020,2526,71
San Diego,12/30/2020,6741,160
Colusa,12/30/2020,48,5
Imperial,12/30/2020,265,4
Solano,12/30/2020,583,3
Mariposa,12/30/2020,19,0
Tehama,12/30/2020,59,0
Sacramento,12/30/2020,2631,80
Napa,12/30/2020,260,1
Tuolumne,12/30/2020,84,3
Yolo,12/30/2020,169,22
Santa Clara,12/30/2020,3156,39
Inyo,12/30/2020,29,3
San Joaquin,12/30/2020,905,6
Tulare,12/30/2020,622,14
Lake,12/30/2020,77,3
Modoc,12/30/2020,12,0
Lassen,12/30/2020,25,0
Trinity,12/30/2020,25,0
San Benito,12/30/2020,25,0
Mendocino,12/30/2020,96,8
Orange,12/30/2020,6064,84
Shasta,12/30/2020,567,9
Ventura,12/30/2020,1239,31
Merced,12/31/2020,272,1
San Diego,12/31/2020,6743,175
San Benito,12/31/2020,25,0
Siskiyou,12/31/2020,56,8
Nevada,12/31/2020,125,0
Humboldt,12/31/2020,274,14
Alameda,12/31/2020,2529,67
Tulare,12/31/2020,627,13
Santa Clara,12/31/2020,3123,33
Sonoma,12/31/2020,615,19
Santa Cruz,12/31/2020,372,1
Trinity,12/31/2020,25,0
Napa,12/31/2020,247,2
Calaveras,12/31/2020,33,4
Colusa,12/31/2020,48,5
Madera,12/31/2020,288,8
Santa Barbara,12/31/2020,668,21
Tehama,12/31/2020,59,0
Monterey,12/31/2020,717,21
Butte,12/31/2020,451,9
Lassen,12/31/2020,25,0
San Joaquin,12/31/2020,912,7
Los Angeles,12/31/2020,20438,324
Placer,12/31/2020,761,21
Solano,12/31/2020,591,6
Inyo,12/31/2020,29,3
Mariposa,12/31/2020,19,0
Tuolumne,12/31/2020,84,2
Modoc,12/31/2020,12,0
Yolo,12/31/2020,169,21
El Dorado,12/31/2020,190,1
Riverside,12/31/2020,3565,26
Plumas,12/31/2020,35,0
Contra Costa,12/31/2020,1566,60
Ventura,12/31/2020,1220,31
Shasta,12/31/2020,567,13
San Luis Obispo,12/31/2020,460,18
Sacramento,12/31/2020,2605,68
Mono,12/31/2020,17,2
Amador,12/31/2020,52,0
Glenn,12/31/2020,47,0
Yuba,12/31/2020,261,1
Kings,12/31/2020,140,0
Fresno,12/31/2020,1548,10
San Bernardino,12/31/2020,4126,40
Del Norte,12/31/2020,51,3
San Francisco,12/31/2020,1939,64
Orange,12/31/2020,6085,96
Sutter,12/31/2020,14,0
Mendocino,12/31/2020,96,6
Imperial,12/31/2020,265,6
Kern,12/31/2020,1176,13
Marin,12/31/2020,352,8
San Mateo,12/31/2020,730,27
Lake,12/31/2020,77,1
Stanislaus,12/31/2020,1295,12
Marin,1/1/2021,339,9
Kings,1/1/2021,127,0
Sonoma,1/1/2021,618,10
Calaveras,1/1/2021,33,4
El Dorado,1/1/2021,190,2
Butte,1/1/2021,451,3
Ventura,1/1/2021,1219,27
Colusa,1/1/2021,48,5
Yuba,1/1/2021,261,1
Santa Cruz,1/1/2021,372,2
Placer,1/1/2021,754,21
Yolo,1/1/2021,169,16
San Diego,1/1/2021,6740,177
Stanislaus,1/1/2021,1297,15
Santa Clara,1/1/2021,3108,35
Tuolumne,1/1/2021,84,1
Tehama,1/1/2021,59,0
Inyo,1/1/2021,29,2
Del Norte,1/1/2021,51,0
Monterey,1/1/2021,717,37
Madera,1/1/2021,288,9
San Benito,1/1/2021,25,0
Mariposa,1/1/2021,19,0
Humboldt,1/1/2021,269,20
Mendocino,1/1/2021,121,4
Trinity,1/1/2021,25,0
Mono,1/1/2021,17,1
San Joaquin,1/1/2021,908,7
Kern,1/1/2021,1140,12
Fresno,1/1/2021,1543,10
Nevada,1/1/2021,129,0
Los Angeles,1/1/2021,20331,325
Alameda,1/1/2021,2514,63
Sacramento,1/1/2021,2613,68
Imperial,1/1/2021,265,4
Santa Barbara,1/1/2021,668,25
Merced,1/1/2021,272,3
Napa,1/1/2021,252,4
Amador,1/1/2021,52,0
Contra Costa,1/1/2021,1549,26
San Bernardino,1/1/2021,4093,49
Modoc,1/1/2021,12,0
Sutter,1/1/2021,14,0
Orange,1/1/2021,6079,86
San Francisco,1/1/2021,1949,58
Siskiyou,1/1/2021,56,7
Lassen,1/1/2021,25,0
Lake,1/1/2021,77,1
San Mateo,1/1/2021,733,23
Plumas,1/1/2021,35,0
Shasta,1/1/2021,567,12
San Luis Obispo,1/1/2021,354,112
Glenn,1/1/2021,47,0
Riverside,1/1/2021,3567,23
Solano,1/1/2021,583,2
Tulare,1/1/2021,626,14
Monterey,1/2/2021,717,35
El Dorado,1/2/2021,190,2
Colusa,1/2/2021,48,5
Los Angeles,1/2/2021,20244,327
San Francisco,1/2/2021,1946,63
Butte,1/2/2021,451,7
Stanislaus,1/2/2021,1300,14
Mono,1/2/2021,18,2
Merced,1/2/2021,271,3
Contra Costa,1/2/2021,1546,39
Marin,1/2/2021,335,11
Santa Cruz,1/2/2021,372,1
Fresno,1/2/2021,1529,11
Santa Clara,1/2/2021,3108,48
Inyo,1/2/2021,29,2
Plumas,1/2/2021,35,0
Orange,1/2/2021,6015,83
Riverside,1/2/2021,3537,34
Humboldt,1/2/2021,269,21
Kings,1/2/2021,139,0
Tuolumne,1/2/2021,84,2
Yuba,1/2/2021,261,1
San Mateo,1/2/2021,746,23
Del Norte,1/2/2021,51,0
Nevada,1/2/2021,129,1
Siskiyou,1/2/2021,56,9
Trinity,1/2/2021,25,0
San Bernardino,1/2/2021,4116,50
Tehama,1/2/2021,59,0
Sutter,1/2/2021,14,0
Santa Barbara,1/2/2021,668,21
Alameda,1/2/2021,2513,59
Shasta,1/2/2021,567,13
Sacramento,1/2/2021,2623,82
Amador,1/2/2021,52,0
Modoc,1/2/2021,12,0
Ventura,1/2/2021,1230,23
San Joaquin,1/2/2021,894,7
San Diego,1/2/2021,6737,186
Madera,1/2/2021,288,9
San Benito,1/2/2021,25,0
Mariposa,1/2/2021,19,0
Glenn,1/2/2021,47,0
Kern,1/2/2021,1123,14
Calaveras,1/2/2021,33,4
Sonoma,1/2/2021,576,27
Tulare,1/2/2021,626,14
Solano,1/2/2021,598,8
Lake,1/2/2021,77,2
Placer,1/2/2021,750,20
Lassen,1/2/2021,25,0
Napa,1/2/2021,241,1
Yolo,1/2/2021,169,17
Imperial,1/2/2021,265,1
Mendocino,1/2/2021,121,3
San Luis Obispo,1/2/2021,460,19
Yolo,1/3/2021,170,26
Merced,1/3/2021,271,4
Modoc,1/3/2021,12,0
San Benito,1/3/2021,25,0
San Joaquin,1/3/2021,886,23
Alameda,1/3/2021,2473,62
Stanislaus,1/3/2021,1299,15
Del Norte,1/3/2021,51,2
San Mateo,1/3/2021,742,24
Santa Barbara,1/3/2021,688,23
Siskiyou,1/3/2021,56,10
Placer,1/3/2021,746,23
Yuba,1/3/2021,261,1
Nevada,1/3/2021,129,2
Lassen,1/3/2021,25,0
Colusa,1/3/2021,48,5
Plumas,1/3/2021,35,0
Mono,1/3/2021,17,1
San Bernardino,1/3/2021,4129,55
Mariposa,1/3/2021,19,0
Butte,1/3/2021,451,10
Mendocino,1/3/2021,121,2
El Dorado,1/3/2021,190,4
San Francisco,1/3/2021,1921,64
Sutter,1/3/2021,14,0
Santa Cruz,1/3/2021,372,3
Fresno,1/3/2021,1582,6
Shasta,1/3/2021,567,10
Santa Clara,1/3/2021,3120,44
Kern,1/3/2021,1139,14
Trinity,1/3/2021,25,0
Contra Costa,1/3/2021,1519,34
Marin,1/3/2021,339,10
Orange,1/3/2021,6022,84
Riverside,1/3/2021,3414,31
Napa,1/3/2021,249,1
San Diego,1/3/2021,6740,189
Ventura,1/3/2021,1222,20
Amador,1/3/2021,52,0
Tehama,1/3/2021,59,0
Kings,1/3/2021,134,0
San Luis Obispo,1/3/2021,460,22
Sonoma,1/3/2021,568,21
Imperial,1/3/2021,265,1
Madera,1/3/2021,288,6
Humboldt,1/3/2021,267,14
Inyo,1/3/2021,29,2
Solano,1/3/2021,600,8
Sacramento,1/3/2021,2610,81
Los Angeles,1/3/2021,20328,326
Glenn,1/3/2021,47,0
Tulare,1/3/2021,627,11
Calaveras,1/3/2021,33,4
Tuolumne,1/3/2021,84,2
Lake,1/3/2021,77,2
Monterey,1/3/2021,717,35
Sacramento,1/4/2021,2629,87
San Francisco,1/4/2021,1965,64
Glenn,1/4/2021,47,0
Kings,1/4/2021,137,4
Trinity,1/4/2021,25,0
Orange,1/4/2021,6031,88
Modoc,1/4/2021,12,0
San Joaquin,1/4/2021,902,17
San Benito,1/4/2021,25,0
San Mateo,1/4/2021,748,8
Mono,1/4/2021,17,2
Tuolumne,1/4/2021,84,0
Inyo,1/4/2021,29,2
Mariposa,1/4/2021,19,0
Lassen,1/4/2021,25,0
Siskiyou,1/4/2021,56,9
San Bernardino,1/4/2021,4126,58
Madera,1/4/2021,288,2
Plumas,1/4/2021,35,0
Solano,1/4/2021,595,11
Nevada,1/4/2021,129,0
Monterey,1/4/2021,717,36
Amador,1/4/2021,52,0
Tulare,1/4/2021,632,10
Tehama,1/4/2021,59,0
Placer,1/4/2021,744,19
Yolo,1/4/2021,170,14
Humboldt,1/4/2021,268,14
Santa Cruz,1/4/2021,372,0
Santa Barbara,1/4/2021,598,15
San Luis Obispo,1/4/2021,460,17
Imperial,1/4/2021,265,0
Marin,1/4/2021,336,11
Colusa,1/4/2021,48,5
Mendocino,1/4/2021,121,6
Merced,1/4/2021,271,4
Sutter,1/4/2021,14,0
Del Norte,1/4/2021,51,1
Calaveras,1/4/2021,33,5
El Dorado,1/4/2021,190,5
Riverside,1/4/2021,3629,20
Alameda,1/4/2021,2492,64
Kern,1/4/2021,1158,9
Santa Clara,1/4/2021,3105,40
Butte,1/4/2021,451,13
San Diego,1/4/2021,6742,202
Sonoma,1/4/2021,566,21
Lake,1/4/2021,78,1
Shasta,1/4/2021,567,10
Yuba,1/4/2021,261,1
Contra Costa,1/4/2021,1503,35
Los Angeles,1/4/2021,20371,338
Fresno,1/4/2021,1610,11
Napa,1/4/2021,243,0
Stanislaus,1/4/2021,1298,18
Ventura,1/4/2021,1222,22
Los Angeles,1/5/2021,20495,313
Shasta,1/5/2021,567,9
Marin,1/5/2021,336,11
Mariposa,1/5/2021,19,0
Butte,1/5/2021,451,12
San Benito,1/5/2021,25,0
Tuolumne,1/5/2021,84,0
Siskiyou,1/5/2021,56,8
Nevada,1/5/2021,118,4
Santa Barbara,1/5/2021,598,17
Merced,1/5/2021,271,3
Madera,1/5/2021,288,1
Glenn,1/5/2021,47,0
Orange,1/5/2021,6076,85
San Diego,1/5/2021,6746,218
San Mateo,1/5/2021,760,8
Sonoma,1/5/2021,595,18
Solano,1/5/2021,603,8
Kings,1/5/2021,145,0
Contra Costa,1/5/2021,1530,36
Sutter,1/5/2021,14,0
Mono,1/5/2021,17,2
Plumas,1/5/2021,35,0
Tehama,1/5/2021,59,2
Mendocino,1/5/2021,118,4
Kern,1/5/2021,1165,14
Humboldt,1/5/2021,274,11
Monterey,1/5/2021,717,32
Placer,1/5/2021,742,20
Stanislaus,1/5/2021,1296,11
Amador,1/5/2021,52,0
Colusa,1/5/2021,48,5
Del Norte,1/5/2021,51,1
San Francisco,1/5/2021,1964,53
Lassen,1/5/2021,25,0
Sacramento,1/5/2021,2646,78
Santa Clara,1/5/2021,3142,37
Fresno,1/5/2021,1619,6
Yuba,1/5/2021,261,1
Riverside,1/5/2021,3657,23
Imperial,1/5/2021,265,4
El Dorado,1/5/2021,190,6
Trinity,1/5/2021,25,0
Calaveras,1/5/2021,33,4
Modoc,1/5/2021,12,0
Napa,1/5/2021,254,41
San Bernardino,1/5/2021,4107,53
San Joaquin,1/5/2021,905,8
San Luis Obispo,1/5/2021,460,13
Santa Cruz,1/5/2021,372,5
Alameda,1/5/2021,2512,71
Yolo,1/5/2021,169,16
Lake,1/5/2021,77,1
Ventura,1/5/2021,1220,22
Tulare,1/5/2021,632,14
Inyo,1/5/2021,29,2
Nevada,1/6/2021,121,3
San Benito,1/6/2021,25,0
Tulare,1/6/2021,632,14
Trinity,1/6/2021,25,0
Santa Barbara,1/6/2021,598,18
Mendocino,1/6/2021,121,4
Mariposa,1/6/2021,19,0
Humboldt,1/6/2021,274,10
Butte,1/6/2021,451,11
Plumas,1/6/2021,35,0
Santa Cruz,1/6/2021,372,4
San Mateo,1/6/2021,776,12
Kern,1/6/2021,1164,13
Del Norte,1/6/2021,51,1
San Francisco,1/6/2021,2050,46
Modoc,1/6/2021,12,0
Napa,1/6/2021,263,3
San Joaquin,1/6/2021,912,7
El Dorado,1/6/2021,190,3
Mono,1/6/2021,17,2
Placer,1/6/2021,747,13
Alameda,1/6/2021,2514,69
Calaveras,1/6/2021,33,4
Inyo,1/6/2021,29,2
Los Angeles,1/6/2021,20435,328
Monterey,1/6/2021,717,33
Tehama,1/6/2021,59,1
Riverside,1/6/2021,3642,27
Solano,1/6/2021,583,8
Fresno,1/6/2021,1594,8
Santa Clara,1/6/2021,3161,27
Orange,1/6/2021,5993,80
Sacramento,1/6/2021,2654,66
San Luis Obispo,1/6/2021,460,13
Imperial,1/6/2021,265,4
Tuolumne,1/6/2021,84,1
Sonoma,1/6/2021,671,24
Marin,1/6/2021,340,14
Kings,1/6/2021,146,4
Ventura,1/6/2021,1164,21
Yuba,1/6/2021,261,4
Lassen,1/6/2021,25,0
Merced,1/6/2021,271,3
Sutter,1/6/2021,14,0
Madera,1/6/2021,282,2
San Bernardino,1/6/2021,4009,54
Yolo,1/6/2021,169,16
Glenn,1/6/2021,47,0
Shasta,1/6/2021,567,8
Stanislaus,1/6/2021,1296,12
San Diego,1/6/2021,6755,169
Amador,1/6/2021,52,1
Colusa,1/6/2021,48,5
Contra Costa,1/6/2021,1536,27
Siskiyou,1/6/2021,56,9
Lake,1/6/2021,77,2
El Dorado,1/7/2021,190,6
Colusa,1/7/2021,48,5
Del Norte,1/7/2021,51,1
San Diego,1/7/2021,6787,169
Solano,1/7/2021,594,6
Glenn,1/7/2021,47,0
Marin,1/7/2021,344,12
Santa Clara,1/7/2021,3164,30
San Bernardino,1/7/2021,3954,48
Merced,1/7/2021,272,4
San Benito,1/7/2021,25,0
Los Angeles,1/7/2021,20437,305
Contra Costa,1/7/2021,1552,33
Fresno,1/7/2021,1556,6
Imperial,1/7/2021,265,4
Yuba,1/7/2021,261,3
Modoc,1/7/2021,11,0
Kern,1/7/2021,1172,16
Yolo,1/7/2021,169,17
San Francisco,1/7/2021,2064,37
Monterey,1/7/2021,717,37
Tuolumne,1/7/2021,84,1
Orange,1/7/2021,6091,75
Butte,1/7/2021,451,7
Mariposa,1/7/2021,19,0
Stanislaus,1/7/2021,1296,15
San Luis Obispo,1/7/2021,460,12
Humboldt,1/7/2021,274,8
San Mateo,1/7/2021,783,15
Sacramento,1/7/2021,2626,63
Siskiyou,1/7/2021,56,9
Sutter,1/7/2021,14,0
Mono,1/7/2021,17,1
Mendocino,1/7/2021,120,6
Nevada,1/7/2021,121,3
Tehama,1/7/2021,59,1
Shasta,1/7/2021,567,9
Napa,1/7/2021,248,0
Kings,1/7/2021,136,2
Calaveras,1/7/2021,33,4
Madera,1/7/2021,282,1
Plumas,1/7/2021,35,0
Riverside,1/7/2021,3656,10
Lake,1/7/2021,77,3
Ventura,1/7/2021,1160,22
Inyo,1/7/2021,29,2
Placer,1/7/2021,745,12
Lassen,1/7/2021,25,0
Alameda,1/7/2021,2525,72
Santa Barbara,1/7/2021,598,19
San Joaquin,1/7/2021,921,6
Santa Cruz,1/7/2021,372,1
Trinity,1/7/2021,25,0
Tulare,1/7/2021,632,10
Amador,1/7/2021,52,1
Sonoma,1/7/2021,651,18
Stanislaus,1/8/2021,1297,13
Tuolumne,1/8/2021,84,1
Fresno,1/8/2021,1560,9
Modoc,1/8/2021,10,0
Solano,1/8/2021,598,11
Santa Barbara,1/8/2021,598,20
Glenn,1/8/2021,47,0
Napa,1/8/2021,256,0
Tehama,1/8/2021,59,1
Tulare,1/8/2021,677,8
Butte,1/8/2021,451,9
San Luis Obispo,1/8/2021,460,13
Placer,1/8/2021,750,11
Lassen,1/8/2021,25,0
Shasta,1/8/2021,567,10
Nevada,1/8/2021,130,2
Monterey,1/8/2021,717,36
Del Norte,1/8/2021,51,3
Mono,1/8/2021,17,1
Ventura,1/8/2021,1180,27
Mendocino,1/8/2021,102,1
San Benito,1/8/2021,25,0
Inyo,1/8/2021,29,3
Los Angeles,1/8/2021,19600,306
San Mateo,1/8/2021,771,16
Santa Clara,1/8/2021,3151,37
Sonoma,1/8/2021,676,10
Plumas,1/8/2021,35,0
Trinity,1/8/2021,25,0
Mariposa,1/8/2021,19,0
Riverside,1/8/2021,3633,23
Alameda,1/8/2021,2525,67
Merced,1/8/2021,271,6
Amador,1/8/2021,52,0
Humboldt,1/8/2021,274,15
Calaveras,1/8/2021,33,4
Madera,1/8/2021,282,2
Colusa,1/8/2021,48,5
Yuba,1/8/2021,261,5
Siskiyou,1/8/2021,56,9
Contra Costa,1/8/2021,1549,34
Imperial,1/8/2021,263,5
Santa Cruz,1/8/2021,372,3
Lake,1/8/2021,77,4
El Dorado,1/8/2021,190,4
Sutter,1/8/2021,14,0
San Joaquin,1/8/2021,871,4
Yolo,1/8/2021,169,17
San Diego,1/8/2021,6546,162
Orange,1/8/2021,5988,78
Kern,1/8/2021,1134,13
San Francisco,1/8/2021,2082,50
Kings,1/8/2021,135,5
San Bernardino,1/8/2021,3764,35
Sacramento,1/8/2021,2636,63
Marin,1/8/2021,335,12
Tehama,1/9/2021,59,1
Mono,1/9/2021,17,1
El Dorado,1/9/2021,190,8
Lassen,1/9/2021,25,0
Plumas,1/9/2021,35,0
Kings,1/9/2021,135,3
Yuba,1/9/2021,261,5
Ventura,1/9/2021,1175,23
Los Angeles,1/9/2021,19580,319
Calaveras,1/9/2021,33,4
Trinity,1/9/2021,25,0
Glenn,1/9/2021,47,0
Lake,1/9/2021,77,4
Madera,1/9/2021,288,2
Alameda,1/9/2021,2526,66
Del Norte,1/9/2021,51,3
San Benito,1/9/2021,25,0
Sonoma,1/9/2021,646,10
Sacramento,1/9/2021,2633,70
Shasta,1/9/2021,567,4
Riverside,1/9/2021,3610,26
Solano,1/9/2021,610,10
San Luis Obispo,1/9/2021,460,16
San Joaquin,1/9/2021,920,7
Imperial,1/9/2021,264,0
Tuolumne,1/9/2021,84,1
Placer,1/9/2021,746,6
Santa Clara,1/9/2021,3153,37
Santa Barbara,1/9/2021,598,20
San Mateo,1/9/2021,765,16
Contra Costa,1/9/2021,1612,26
Tulare,1/9/2021,637,3
Mendocino,1/9/2021,121,5
Sutter,1/9/2021,14,0
Colusa,1/9/2021,48,5
San Francisco,1/9/2021,2121,54
Orange,1/9/2021,5984,95
Nevada,1/9/2021,115,1
Monterey,1/9/2021,717,32
Humboldt,1/9/2021,273,9
Yolo,1/9/2021,170,16
Napa,1/9/2021,203,1
Butte,1/9/2021,451,7
Merced,1/9/2021,271,2
Siskiyou,1/9/2021,56,9
San Bernardino,1/9/2021,3779,37
San Diego,1/9/2021,6549,150
Marin,1/9/2021,339,12
Inyo,1/9/2021,29,3
Modoc,1/9/2021,11,0
Fresno,1/9/2021,1545,11
Amador,1/9/2021,52,1
Kern,1/9/2021,1167,11
Santa Cruz,1/9/2021,372,0
Stanislaus,1/9/2021,1302,7
Mariposa,1/9/2021,19,0
San Mateo,1/10/2021,737,20
Humboldt,1/10/2021,279,16
Colusa,1/10/2021,48,5
Contra Costa,1/10/2021,1587,36
Tehama,1/10/2021,59,2
Amador,1/10/2021,52,0
Monterey,1/10/2021,717,41
San Benito,1/10/2021,25,0
Madera,1/10/2021,288,2
Modoc,1/10/2021,11,0
Lassen,1/10/2021,25,0
Merced,1/10/2021,271,3
Sonoma,1/10/2021,644,10
El Dorado,1/10/2021,190,8
Trinity,1/10/2021,25,0
