county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Modoc,5/28/2020,0,0,0,41,0,0,
Sonoma,5/28/2020,8,30,38,871,2,2,46
Fresno,5/28/2020,68,39,107,2131,16,2,82
Sacramento,5/28/2020,14,27,41,2395,8,4,95
Humboldt,5/28/2020,5,4,9,352,1,0,5
Amador,5/28/2020,0,1,1,51,0,0,4
Santa Cruz,5/28/2020,3,0,3,397,1,0,13
Imperial,5/28/2020,61,7,68,199,19,1,10
Yuba,5/28/2020,1,0,1,445,0,0,11
Mono,5/28/2020,0,0,0,40,0,0,2
Monterey,5/28/2020,11,0,11,811,3,0,101
Tulare,5/28/2020,37,2,39,920,10,1,8
San Bernardino,5/28/2020,156,87,243,4821,53,17,186
Kings,5/28/2020,25,0,25,199,7,0,2
Colusa,5/28/2020,0,0,0,88,0,0,6
Solano,5/28/2020,19,16,35,707,8,0,40
San Diego,5/28/2020,313,70,383,6238,137,16,317
Tuolumne,5/28/2020,0,0,0,151,0,0,2
El Dorado,5/28/2020,1,5,6,199,1,5,8
Placer,5/28/2020,5,18,23,753,3,3,33
Riverside,5/28/2020,202,99,301,4000,62,23,134
Tehama,5/28/2020,0,0,0,106,0,0,4
Santa Clara,5/28/2020,26,14,40,3318,13,2,180
Shasta,5/28/2020,0,0,0,667,0,0,9
Kern,5/28/2020,58,8,66,1744,25,0,77
Orange,5/28/2020,291,106,397,6993,119,13,403
Santa Barbara,5/28/2020,19,7,26,717,9,3,74
Calaveras,5/28/2020,1,0,1,50,1,0,10
Ventura,5/28/2020,28,19,47,1353,10,9,54
Merced,5/28/2020,6,2,8,242,4,0,4
Stanislaus,5/28/2020,15,8,23,1369,6,1,78
Colusa,5/29/2020,0,0,0,88,0,0,6
Stanislaus,5/29/2020,13,11,24,1370,7,2,75
Napa,5/29/2020,0,0,0,387,1,0,4
Kings,5/29/2020,27,1,28,199,7,0,2
Amador,5/29/2020,0,0,0,51,0,0,3
Yolo,5/29/2020,0,0,0,186,0,0,5
Tehama,5/29/2020,0,0,0,106,0,0,1
Ventura,5/29/2020,31,16,47,1352,10,6,47
San Mateo,5/29/2020,37,8,45,1096,14,1,47
Sutter,5/29/2020,0,0,0,14,0,0,
Contra Costa,5/29/2020,15,35,50,1628,8,3,101
Sonoma,5/29/2020,7,37,44,871,2,6,51
San Luis Obispo,5/29/2020,3,5,8,469,3,3,13
Riverside,5/29/2020,191,79,270,3994,62,14,128
Lassen,5/29/2020,0,1,1,25,0,0,
Merced,5/29/2020,6,7,13,242,4,1,5
Imperial,5/29/2020,60,4,64,192,17,1,11
Kern,5/29/2020,54,16,70,1741,28,1,70
El Dorado,5/29/2020,1,5,6,199,1,3,8
Los Angeles,5/29/2020,1402,570,1972,23642,446,103,1258
Inyo,5/29/2020,0,0,0,42,0,0,3
Sacramento,5/29/2020,14,23,37,2416,8,9,84
Tulare,5/29/2020,37,3,40,920,11,2,17
Alameda,5/29/2020,102,77,179,2968,42,12,118
San Diego,5/29/2020,300,58,358,6192,138,16,291
Glenn,5/29/2020,0,0,0,47,0,0,
Fresno,5/29/2020,63,44,107,2145,17,5,86
Siskiyou,5/29/2020,1,0,1,65,0,0,5
San Benito,5/29/2020,0,0,0,25,0,0,1
San Bernardino,5/29/2020,134,95,229,4821,50,13,164
Santa Clara,5/29/2020,26,22,48,3318,13,1,182
Trinity,5/29/2020,0,0,0,54,0,0,
Nevada,5/29/2020,0,2,2,130,0,0,8
Calaveras,5/29/2020,1,1,2,50,1,1,9
Shasta,5/29/2020,0,0,0,667,0,0,9
Mariposa,5/29/2020,0,2,2,30,0,0,
Humboldt,5/29/2020,5,8,13,352,0,0,7
Tuolumne,5/29/2020,0,0,0,151,0,0,2
San Joaquin,5/29/2020,17,24,41,1366,5,6,17
Butte,5/29/2020,6,0,6,448,2,0,18
Madera,5/29/2020,0,0,0,528,0,0,22
Lake,5/29/2020,0,1,1,110,0,0,0
Mono,5/29/2020,0,0,0,40,0,0,2
Yuba,5/29/2020,1,0,1,445,0,0,11
Marin,5/29/2020,4,6,10,390,1,1,19
Monterey,5/29/2020,10,1,11,811,3,0,116
Plumas,5/29/2020,0,1,1,45,0,0,
Orange,5/29/2020,262,62,324,6993,100,8,409
Santa Cruz,5/29/2020,3,9,12,397,1,0,18
Del Norte,5/29/2020,0,0,0,51,0,0,3
Placer,5/29/2020,8,15,23,753,4,1,35
Modoc,5/29/2020,0,0,0,41,0,0,
Solano,5/29/2020,20,11,31,707,8,2,38
Santa Barbara,5/29/2020,16,11,27,717,8,4,76
Mendocino,5/29/2020,2,0,2,180,1,0,3
San Francisco,5/29/2020,49,16,65,2619,19,6,88
Lake,5/30/2020,0,0,0,110,0,0,0
Nevada,5/30/2020,0,1,1,126,0,0,8
San Diego,5/30/2020,311,86,397,6197,144,17,302
Napa,5/30/2020,0,4,4,387,0,2,1
Kern,5/30/2020,55,21,76,1564,29,2,72
Humboldt,5/30/2020,5,12,17,352,0,1,4
Madera,5/30/2020,1,2,3,528,0,0,17
Alameda,5/30/2020,105,41,146,2968,38,12,126
Glenn,5/30/2020,0,0,0,47,0,0,
Del Norte,5/30/2020,0,0,0,51,0,0,3
Fresno,5/30/2020,70,48,118,2147,17,2,89
San Mateo,5/30/2020,44,13,57,1096,13,2,51
Shasta,5/30/2020,1,0,1,667,1,0,10
Siskiyou,5/30/2020,0,0,0,65,0,1,2
San Bernardino,5/30/2020,130,95,225,4821,52,12,203
Sonoma,5/30/2020,5,56,61,871,2,10,46
Los Angeles,5/30/2020,1357,577,1934,23636,440,100,1288
Sacramento,5/30/2020,14,23,37,2402,8,9,86
Plumas,5/30/2020,0,1,1,45,0,0,
Orange,5/30/2020,291,131,422,6993,122,26,396
Merced,5/30/2020,7,7,14,242,3,1,4
Tulare,5/30/2020,37,2,39,920,12,2,19
Lassen,5/30/2020,0,1,1,25,0,0,
Stanislaus,5/30/2020,14,8,22,1369,9,1,77
Sutter,5/30/2020,0,0,0,14,0,0,
Amador,5/30/2020,0,0,0,51,0,0,4
Mariposa,5/30/2020,0,2,2,30,0,0,
El Dorado,5/30/2020,1,6,7,199,1,6,8
Contra Costa,5/30/2020,14,32,46,1628,7,4,97
Marin,5/30/2020,3,5,8,390,1,0,18
Riverside,5/30/2020,185,84,269,3954,61,15,133
Modoc,5/30/2020,0,0,0,41,0,0,
Santa Clara,5/30/2020,29,17,46,3318,11,0,175
Tehama,5/30/2020,0,0,0,106,0,0,8
Yolo,5/30/2020,0,0,0,186,0,0,3
Inyo,5/30/2020,0,0,0,42,0,0,3
Placer,5/30/2020,6,16,22,753,4,0,42
Monterey,5/30/2020,11,0,11,811,3,0,95
San Francisco,5/30/2020,47,17,64,2619,19,6,78
Mendocino,5/30/2020,2,0,2,180,1,0,4
Colusa,5/30/2020,0,0,0,88,0,0,6
San Benito,5/30/2020,0,0,0,25,0,0,2
Trinity,5/30/2020,0,0,0,54,0,0,
Butte,5/30/2020,6,0,6,448,2,0,24
Solano,5/30/2020,18,11,29,707,7,2,39
Santa Barbara,5/30/2020,18,8,26,717,7,3,90
Imperial,5/30/2020,73,8,81,217,22,0,6
Tuolumne,5/30/2020,0,0,0,151,0,0,4
Mono,5/30/2020,0,0,0,40,0,0,2
San Joaquin,5/30/2020,19,23,42,1366,6,8,15
Santa Cruz,5/30/2020,3,9,12,397,1,0,18
San Luis Obispo,5/30/2020,3,2,5,464,3,0,13
Yuba,5/30/2020,1,0,1,445,0,0,12
Ventura,5/30/2020,26,20,46,1332,11,12,42
Kings,5/30/2020,27,1,28,199,9,0,0
Calaveras,5/30/2020,1,1,2,50,1,1,9
Orange,5/31/2020,283,124,407,6993,120,22,408
San Joaquin,5/31/2020,18,27,45,1366,6,8,18
San Francisco,5/31/2020,50,19,69,2619,22,4,91
Placer,5/31/2020,9,9,18,753,2,1,39
Sacramento,5/31/2020,16,18,34,2393,7,2,94
Contra Costa,5/31/2020,11,32,43,1628,6,6,94
Calaveras,5/31/2020,1,0,1,50,1,0,9
Tuolumne,5/31/2020,0,0,0,151,0,0,3
Solano,5/31/2020,19,10,29,707,5,1,38
San Luis Obispo,5/31/2020,3,1,4,455,3,1,20
Sonoma,5/31/2020,5,44,49,871,2,8,48
Siskiyou,5/31/2020,0,0,0,65,0,1,1
Mariposa,5/31/2020,0,0,0,30,0,0,
San Diego,5/31/2020,306,92,398,6120,145,8,327
Kern,5/31/2020,59,16,75,1732,30,2,64
Merced,5/31/2020,6,5,11,242,3,1,5
El Dorado,5/31/2020,1,6,7,199,1,3,4
Lassen,5/31/2020,0,1,1,25,0,0,
Inyo,5/31/2020,0,0,0,42,0,0,4
Humboldt,5/31/2020,4,6,10,352,0,0,8
Butte,5/31/2020,5,0,5,448,2,0,22
Ventura,5/31/2020,25,21,46,1329,11,5,40
Modoc,5/31/2020,0,0,0,41,0,0,
Los Angeles,5/31/2020,1389,519,1908,23606,416,95,1316
Santa Cruz,5/31/2020,3,10,13,397,1,0,18
Santa Clara,5/31/2020,25,13,38,3318,9,2,196
Mono,5/31/2020,0,0,0,40,0,0,2
Fresno,5/31/2020,68,52,120,2138,18,10,83
Yolo,5/31/2020,0,0,0,186,0,0,3
Colusa,5/31/2020,0,1,1,88,0,0,6
Tehama,5/31/2020,0,0,0,106,0,0,7
San Bernardino,5/31/2020,136,73,209,4821,53,10,205
Mendocino,5/31/2020,1,0,1,180,1,0,2
Del Norte,5/31/2020,0,1,1,51,0,1,4
Sutter,5/31/2020,0,0,0,14,0,0,
Nevada,5/31/2020,0,0,0,127,0,0,3
Trinity,5/31/2020,0,1,1,54,0,0,
Alameda,5/31/2020,99,33,132,2968,37,8,131
Shasta,5/31/2020,1,0,1,667,1,0,11
Napa,5/31/2020,0,2,2,387,0,0,11
Monterey,5/31/2020,9,0,9,811,4,0,98
Yuba,5/31/2020,1,0,1,445,0,0,12
Lake,5/31/2020,1,0,1,110,0,0,0
Kings,5/31/2020,28,2,30,199,10,0,0
Stanislaus,5/31/2020,16,17,33,1369,6,2,85
Riverside,5/31/2020,195,99,294,3954,62,15,141
Glenn,5/31/2020,0,0,0,47,0,0,
Marin,5/31/2020,2,6,8,390,1,0,17
Madera,5/31/2020,2,2,4,528,1,0,23
Santa Barbara,5/31/2020,22,4,26,717,7,2,89
Tulare,5/31/2020,35,1,36,920,12,1,13
Imperial,5/31/2020,73,7,80,217,22,0,6
Plumas,5/31/2020,0,1,1,45,0,0,
San Benito,5/31/2020,0,0,0,25,0,0,2
San Mateo,5/31/2020,46,10,56,1096,26,1,39
Amador,5/31/2020,0,0,0,51,0,0,0
Colusa,6/1/2020,0,1,1,88,0,0,6
Shasta,6/1/2020,1,0,1,667,1,0,8
Glenn,6/1/2020,0,0,0,47,0,0,
Santa Barbara,6/1/2020,25,4,29,717,7,3,80
Mono,6/1/2020,0,0,0,40,0,0,2
Tehama,6/1/2020,0,0,0,106,0,0,3
Madera,6/1/2020,2,1,3,528,1,0,22
El Dorado,6/1/2020,1,5,6,199,1,3,8
Merced,6/1/2020,5,3,8,242,3,0,5
Kings,6/1/2020,26,2,28,199,8,0,2
San Benito,6/1/2020,0,0,0,25,0,0,3
Santa Clara,6/1/2020,26,14,40,3318,9,2,192
San Mateo,6/1/2020,40,6,46,1096,11,0,42
Plumas,6/1/2020,0,0,0,45,0,0,
San Luis Obispo,6/1/2020,3,3,6,454,3,0,22
Nevada,6/1/2020,0,1,1,131,0,0,6
Yuba,6/1/2020,1,0,1,445,0,0,14
Sutter,6/1/2020,0,0,0,14,0,0,
Tuolumne,6/1/2020,0,0,0,151,0,0,0
Solano,6/1/2020,20,17,37,707,5,4,41
Imperial,6/1/2020,68,3,71,193,20,1,8
Santa Cruz,6/1/2020,3,1,4,397,2,1,18
Humboldt,6/1/2020,4,6,10,352,0,0,7
Contra Costa,6/1/2020,13,17,30,1628,8,5,100
Amador,6/1/2020,0,0,0,51,0,0,4
Monterey,6/1/2020,9,0,9,811,4,0,100
Los Angeles,6/1/2020,1422,596,2018,23614,425,105,1305
Sonoma,6/1/2020,5,62,67,871,2,5,50
Lake,6/1/2020,1,1,2,110,0,1,2
San Diego,6/1/2020,314,83,397,6121,150,16,317
Alameda,6/1/2020,97,51,148,2968,37,9,134
Lassen,6/1/2020,0,1,1,25,0,0,
Ventura,6/1/2020,24,21,45,1317,8,5,36
Placer,6/1/2020,9,8,17,753,2,1,38
Fresno,6/1/2020,68,54,122,2142,17,6,393
Sacramento,6/1/2020,14,18,32,2409,8,5,103
Trinity,6/1/2020,0,1,1,54,0,0,
Yolo,6/1/2020,0,0,0,186,0,0,4
Mendocino,6/1/2020,0,1,1,180,1,1,2
Calaveras,6/1/2020,1,0,1,50,1,0,9
Riverside,6/1/2020,203,104,307,3969,62,14,148
Stanislaus,6/1/2020,22,11,33,1369,7,1,79
Kern,6/1/2020,63,14,77,1722,30,3,69
Napa,6/1/2020,0,2,2,387,0,0,6
Orange,6/1/2020,292,113,405,6993,121,20,430
San Francisco,6/1/2020,45,29,74,2619,18,2,85
Butte,6/1/2020,4,0,4,448,1,1,17
Modoc,6/1/2020,0,0,0,41,0,0,
Inyo,6/1/2020,0,0,0,42,0,0,4
Del Norte,6/1/2020,0,0,0,51,0,0,4
Marin,6/1/2020,2,3,5,390,0,1,22
Mariposa,6/1/2020,0,0,0,30,0,0,
Tulare,6/1/2020,34,1,35,920,11,1,14
San Bernardino,6/1/2020,148,69,217,4821,62,17,186
Siskiyou,6/1/2020,0,3,3,65,0,1,5
San Joaquin,6/1/2020,23,25,48,1366,8,8,26
San Mateo,6/2/2020,42,17,59,1096,17,1,31
Butte,6/2/2020,4,2,6,448,1,0,15
Santa Clara,6/2/2020,26,23,49,3318,10,7,177
Trinity,6/2/2020,0,2,2,54,0,0,
Mendocino,6/2/2020,1,0,1,180,1,0,4
Imperial,6/2/2020,66,1,67,237,18,0,8
Placer,6/2/2020,9,18,27,753,2,2,38
Solano,6/2/2020,16,16,32,707,4,5,41
Los Angeles,6/2/2020,1457,570,2027,23620,439,85,1276
Humboldt,6/2/2020,3,6,9,352,0,0,7
Kern,6/2/2020,67,15,82,1732,33,1,67
Riverside,6/2/2020,211,94,305,3979,66,14,127
Inyo,6/2/2020,0,0,0,42,0,0,4
Tulare,6/2/2020,32,2,34,920,10,2,25
Tehama,6/2/2020,0,0,0,106,0,0,4
Santa Cruz,6/2/2020,2,3,5,397,1,0,16
Del Norte,6/2/2020,0,0,0,51,0,0,2
Marin,6/2/2020,1,10,11,390,0,2,17
Sonoma,6/2/2020,3,69,72,871,2,5,52
Modoc,6/2/2020,0,0,0,41,0,0,
Yuba,6/2/2020,1,0,1,445,0,0,15
Mariposa,6/2/2020,0,0,0,30,0,0,
Lassen,6/2/2020,0,1,1,25,0,0,
Glenn,6/2/2020,0,0,0,47,0,0,
Kings,6/2/2020,31,1,32,199,8,0,6
Alameda,6/2/2020,92,68,160,2968,33,5,131
Plumas,6/2/2020,0,0,0,45,0,0,
Sutter,6/2/2020,0,0,0,14,0,0,
San Luis Obispo,6/2/2020,2,2,4,460,2,0,23
Sacramento,6/2/2020,17,25,42,2405,9,10,78
Madera,6/2/2020,6,4,10,528,2,0,19
San Diego,6/2/2020,297,72,369,6143,142,16,301
Merced,6/2/2020,4,2,6,242,3,0,2
Contra Costa,6/2/2020,15,41,56,1628,8,12,94
El Dorado,6/2/2020,1,7,8,199,1,5,2
Tuolumne,6/2/2020,0,0,0,151,0,0,1
Lake,6/2/2020,1,1,2,110,0,0,0
Nevada,6/2/2020,0,1,1,135,0,0,7
Calaveras,6/2/2020,1,0,1,50,1,0,8
Siskiyou,6/2/2020,0,3,3,65,0,1,5
San Benito,6/2/2020,0,0,0,25,0,0,2
Yolo,6/2/2020,0,0,0,186,0,0,2
Mono,6/2/2020,0,0,0,40,0,0,2
San Bernardino,6/2/2020,156,70,226,4821,63,13,189
San Francisco,6/2/2020,43,28,71,2647,18,8,76
Amador,6/2/2020,0,0,0,51,0,0,3
Colusa,6/2/2020,0,1,1,88,0,1,5
Fresno,6/2/2020,64,37,101,2126,16,2,90
Santa Barbara,6/2/2020,25,3,28,717,8,1,84
Napa,6/2/2020,0,2,2,387,0,0,6
Ventura,6/2/2020,25,21,46,1343,10,9,34
Shasta,6/2/2020,1,0,1,667,1,0,6
Orange,6/2/2020,306,92,398,6993,130,18,388
San Joaquin,6/2/2020,25,27,52,1366,9,6,20
Stanislaus,6/2/2020,25,11,36,1374,7,3,68
Monterey,6/2/2020,12,0,12,811,4,0,98
Butte,6/3/2020,4,0,4,448,0,0,22
San Francisco,6/3/2020,37,34,71,2647,17,4,80
Placer,6/3/2020,11,23,34,753,2,2,41
Napa,6/3/2020,0,2,2,387,0,0,5
San Benito,6/3/2020,0,0,0,25,0,0,2
Imperial,6/3/2020,69,4,73,237,17,0,6
Santa Barbara,6/3/2020,21,4,25,717,9,1,79
Marin,6/3/2020,1,10,11,390,0,3,19
Monterey,6/3/2020,12,0,12,811,4,0,96
Tuolumne,6/3/2020,0,0,0,151,0,0,0
Sutter,6/3/2020,0,0,0,14,0,0,
Amador,6/3/2020,0,0,0,51,0,0,2
Sacramento,6/3/2020,19,33,52,2418,12,6,94
San Mateo,6/3/2020,43,23,66,1101,15,6,36
Contra Costa,6/3/2020,15,52,67,1628,4,12,101
Stanislaus,6/3/2020,27,14,41,1369,6,2,75
Santa Cruz,6/3/2020,2,1,3,397,1,0,12
Orange,6/3/2020,296,80,376,6993,124,10,387
Riverside,6/3/2020,221,101,322,4001,71,14,137
Colusa,6/3/2020,0,0,0,88,0,0,6
Yuba,6/3/2020,2,0,2,445,0,0,19
Mono,6/3/2020,0,0,0,40,0,0,1
Yolo,6/3/2020,0,0,0,186,0,0,3
San Luis Obispo,6/3/2020,2,1,3,466,2,1,21
Tehama,6/3/2020,0,0,0,106,0,0,5
Inyo,6/3/2020,0,0,0,42,0,0,4
Calaveras,6/3/2020,1,0,1,50,1,0,8
El Dorado,6/3/2020,1,6,7,199,1,5,10
Lassen,6/3/2020,0,1,1,25,0,0,
Del Norte,6/3/2020,0,0,0,51,0,0,0
Siskiyou,6/3/2020,0,1,1,65,0,1,6
Ventura,6/3/2020,24,19,43,1337,9,4,34
San Joaquin,6/3/2020,28,32,60,1366,10,5,21
Alameda,6/3/2020,89,80,169,2968,32,6,144
Madera,6/3/2020,0,0,0,528,1,0,19
Santa Clara,6/3/2020,30,27,57,3318,8,6,184
Nevada,6/3/2020,0,0,0,131,0,0,6
Solano,6/3/2020,10,13,23,707,4,1,48
Mendocino,6/3/2020,1,0,1,180,1,0,3
Kern,6/3/2020,66,9,75,1759,35,1,74
Kings,6/3/2020,32,0,32,199,7,0,2
Tulare,6/3/2020,37,2,39,920,8,0,6
Trinity,6/3/2020,0,2,2,54,0,0,
San Bernardino,6/3/2020,157,75,232,4821,67,18,178
Humboldt,6/3/2020,1,5,6,352,0,0,7
Glenn,6/3/2020,0,0,0,47,0,0,
Los Angeles,6/3/2020,1488,502,1990,23607,435,78,1239
Modoc,6/3/2020,0,0,0,41,0,0,
Sonoma,6/3/2020,3,76,79,871,2,8,50
San Diego,6/3/2020,295,75,370,6214,134,24,288
Shasta,6/3/2020,1,0,1,667,0,0,4
Fresno,6/3/2020,59,38,97,2126,16,3,88
Merced,6/3/2020,3,1,4,242,3,0,2
Lake,6/3/2020,1,0,1,110,0,0,2
Mariposa,6/3/2020,0,0,0,30,0,0,
Plumas,6/3/2020,0,0,0,45,0,0,
Monterey,6/4/2020,13,1,14,811,3,0,95
Mendocino,6/4/2020,1,0,1,180,1,1,2
Modoc,6/4/2020,0,0,0,41,0,0,
Kings,6/4/2020,33,0,33,199,7,0,3
Tehama,6/4/2020,0,0,0,106,0,0,2
Los Angeles,6/4/2020,1462,586,2048,23715,453,99,1249
Merced,6/4/2020,3,4,7,242,3,0,4
Contra Costa,6/4/2020,18,70,88,1628,7,10,101
Mariposa,6/4/2020,0,0,0,30,0,0,
Yuba,6/4/2020,3,0,3,445,1,0,14
Del Norte,6/4/2020,0,0,0,51,0,0,1
Marin,6/4/2020,2,8,10,390,0,3,13
Imperial,6/4/2020,74,3,77,237,18,0,4
El Dorado,6/4/2020,1,5,6,199,1,3,7
Mono,6/4/2020,0,0,0,40,0,0,2
Amador,6/4/2020,0,0,0,51,0,0,2
Tuolumne,6/4/2020,1,0,1,151,0,0,0
Lake,6/4/2020,2,2,4,110,0,1,1
Inyo,6/4/2020,0,0,0,42,0,0,2
Yolo,6/4/2020,0,0,0,186,0,0,0
San Benito,6/4/2020,0,0,0,25,0,0,2
Santa Cruz,6/4/2020,2,3,5,397,1,0,16
Butte,6/4/2020,4,0,4,448,0,0,22
Shasta,6/4/2020,2,0,2,667,0,0,5
Lassen,6/4/2020,0,1,1,25,0,0,
San Diego,6/4/2020,297,82,379,6218,135,18,292
Calaveras,6/4/2020,0,0,0,50,0,0,10
San Luis Obispo,6/4/2020,2,0,2,464,2,0,23
Alameda,6/4/2020,82,92,174,2968,32,9,157
San Mateo,6/4/2020,35,18,53,1101,11,3,48
Napa,6/4/2020,0,3,3,397,0,1,0
Sacramento,6/4/2020,28,33,61,2423,14,7,103
Riverside,6/4/2020,226,91,317,4025,73,20,122
Santa Clara,6/4/2020,37,38,75,3318,14,7,176
San Bernardino,6/4/2020,168,70,238,4821,66,15,169
Ventura,6/4/2020,27,23,50,1333,7,5,34
Nevada,6/4/2020,0,0,0,125,0,0,5
Humboldt,6/4/2020,0,2,2,352,0,2,2
Trinity,6/4/2020,0,1,1,54,0,0,
Sonoma,6/4/2020,4,54,58,871,2,7,51
Madera,6/4/2020,1,1,2,528,1,0,24
Sutter,6/4/2020,0,0,0,14,0,0,
Placer,6/4/2020,11,35,46,753,2,3,47
Fresno,6/4/2020,66,35,101,2136,16,3,95
Santa Barbara,6/4/2020,28,10,38,717,9,2,65
Solano,6/4/2020,10,21,31,707,4,1,48
Glenn,6/4/2020,0,0,0,47,0,0,
San Francisco,6/4/2020,41,21,62,2647,15,4,87
Tulare,6/4/2020,39,2,41,920,9,1,3
Siskiyou,6/4/2020,0,1,1,65,0,0,5
Colusa,6/4/2020,0,0,0,88,0,0,6
Stanislaus,6/4/2020,29,16,45,1369,7,3,78
Kern,6/4/2020,62,14,76,1756,34,1,78
Plumas,6/4/2020,0,0,0,45,0,0,
Orange,6/4/2020,300,110,410,6993,123,18,393
San Joaquin,6/4/2020,28,27,55,1366,12,3,18
Sutter,6/5/2020,0,0,0,14,0,0,
Glenn,6/5/2020,0,0,0,47,0,0,
Lassen,6/5/2020,0,0,0,25,0,0,
San Bernardino,6/5/2020,180,63,243,4821,61,14,140
Marin,6/5/2020,2,9,11,390,0,0,16
Sacramento,6/5/2020,35,37,72,2424,14,7,95
Lake,6/5/2020,1,0,1,110,0,0,2
Madera,6/5/2020,3,2,5,528,1,2,19
Tuolumne,6/5/2020,1,0,1,151,0,0,2
Kings,6/5/2020,31,0,31,199,7,0,1
Nevada,6/5/2020,0,2,2,130,0,0,4
San Benito,6/5/2020,0,0,0,25,0,0,1
Plumas,6/5/2020,0,0,0,45,0,0,
Mendocino,6/5/2020,1,0,1,180,1,0,2
Imperial,6/5/2020,79,3,82,237,15,0,7
San Francisco,6/5/2020,42,22,64,2658,14,4,98
Del Norte,6/5/2020,0,0,0,51,0,0,2
Modoc,6/5/2020,0,0,0,41,0,0,
Calaveras,6/5/2020,0,0,0,50,0,0,10
Santa Clara,6/5/2020,43,32,75,3375,18,6,206
Stanislaus,6/5/2020,25,14,39,1369,8,1,76
Riverside,6/5/2020,228,98,326,4023,75,24,129
El Dorado,6/5/2020,2,3,5,199,2,1,8
Placer,6/5/2020,11,21,32,753,4,3,49
San Luis Obispo,6/5/2020,3,3,6,483,2,0,27
San Diego,6/5/2020,299,69,368,6190,137,16,320
Yolo,6/5/2020,0,0,0,186,0,0,3
Mariposa,6/5/2020,0,0,0,30,0,0,
Fresno,6/5/2020,67,30,97,2129,16,3,91
Humboldt,6/5/2020,0,1,1,352,0,0,1
Shasta,6/5/2020,0,0,0,667,0,0,4
Monterey,6/5/2020,14,1,15,811,3,0,92
Contra Costa,6/5/2020,17,46,63,1628,6,6,105
Alameda,6/5/2020,82,68,150,2968,30,10,154
Ventura,6/5/2020,29,21,50,1357,9,3,45
Merced,6/5/2020,4,1,5,242,2,0,3
Tulare,6/5/2020,39,2,41,920,7,0,8
Orange,6/5/2020,315,80,395,6973,131,11,401
Tehama,6/5/2020,0,0,0,106,0,0,4
Napa,6/5/2020,1,2,3,397,1,0,0
Yuba,6/5/2020,3,0,3,445,2,0,13
Sonoma,6/5/2020,3,69,72,871,2,8,54
Santa Cruz,6/5/2020,2,3,5,397,1,0,9
Trinity,6/5/2020,0,0,0,54,0,0,
Santa Barbara,6/5/2020,29,8,37,717,9,3,82
Siskiyou,6/5/2020,0,1,1,65,0,0,6
Butte,6/5/2020,2,0,2,448,1,0,21
Los Angeles,6/5/2020,1451,547,1998,23507,439,109,1210
Kern,6/5/2020,62,16,78,1756,33,1,80
San Joaquin,6/5/2020,26,33,59,1366,13,4,14
San Mateo,6/5/2020,36,18,54,1101,8,2,47
Solano,6/5/2020,13,20,33,707,5,0,45
Colusa,6/5/2020,0,0,0,88,0,0,6
Inyo,6/5/2020,0,0,0,42,0,0,3
Amador,6/5/2020,0,0,0,51,0,0,2
Mono,6/5/2020,0,0,0,40,0,0,2
Lassen,6/6/2020,0,0,0,25,0,0,
Monterey,6/6/2020,13,0,13,811,3,0,91
Merced,6/6/2020,5,0,5,242,2,0,4
Santa Barbara,6/6/2020,30,3,33,717,9,1,69
San Joaquin,6/6/2020,30,34,64,1366,13,3,16
Butte,6/6/2020,1,0,1,448,1,0,19
Kings,6/6/2020,26,1,27,199,9,1,4
El Dorado,6/6/2020,1,4,5,199,1,4,8
Sutter,6/6/2020,0,0,0,14,0,0,
Yolo,6/6/2020,0,0,0,186,0,0,2
Inyo,6/6/2020,0,0,0,42,0,0,4
San Luis Obispo,6/6/2020,3,4,7,449,2,1,23
Solano,6/6/2020,12,16,28,707,4,1,47
Mono,6/6/2020,0,0,0,40,0,0,2
Napa,6/6/2020,1,3,4,397,1,0,0
Sacramento,6/6/2020,33,28,61,2414,15,7,90
Trinity,6/6/2020,0,0,0,54,0,0,
Calaveras,6/6/2020,0,0,0,50,0,0,10
Tulare,6/6/2020,34,1,35,920,9,0,17
Imperial,6/6/2020,81,2,83,237,19,0,7
Orange,6/6/2020,309,67,376,6973,137,11,396
Alameda,6/6/2020,83,72,155,2968,30,11,156
Tuolumne,6/6/2020,0,0,0,151,0,0,2
Contra Costa,6/6/2020,18,43,61,1628,5,5,107
Marin,6/6/2020,3,6,9,390,0,1,18
Amador,6/6/2020,0,0,0,51,0,0,4
Tehama,6/6/2020,0,0,0,106,0,0,2
San Bernardino,6/6/2020,195,59,254,4821,69,15,147
Glenn,6/6/2020,0,0,0,47,0,0,
Kern,6/6/2020,80,32,112,1756,33,3,89
San Diego,6/6/2020,285,76,361,6170,134,12,319
Yuba,6/6/2020,5,0,5,445,2,0,12
Ventura,6/6/2020,33,28,61,1333,9,8,40
Shasta,6/6/2020,0,0,0,667,0,0,8
Sonoma,6/6/2020,4,71,75,871,3,8,52
Placer,6/6/2020,10,24,34,753,4,3,44
Lake,6/6/2020,1,1,2,110,0,0,3
Santa Clara,6/6/2020,41,32,73,3375,16,7,202
Mariposa,6/6/2020,0,0,0,30,0,0,
Madera,6/6/2020,5,3,8,528,1,0,22
San Benito,6/6/2020,0,0,0,25,0,0,3
Colusa,6/6/2020,0,0,0,88,0,2,4
San Mateo,6/6/2020,37,21,58,1101,7,0,53
