county,date,confirmed_patients,suspected_patients,all_hospital_beds,icu_covid_confirmed,icu_covid_suspected,icu_available_beds,total_covid_patients
Santa Barbara,2020-04-07,41,8,0,23,1,48,49
El Dorado,2020-04-07,16,2,0,0,3,10,18
San Diego,2020-04-07,203,124,0,87,29,189,327
Orange,2020-04-07,143,144,0,71,29,136,287
Mariposa,2020-04-07,0,3,0,0,0,0,3
Tuolumne,2020-04-07,0,0,0,0,0,0,0
Tehama,2020-04-07,0,1,0,0,0,2,1
Placer,2020-04-07,19,18,0,9,3,20,37
Alameda,2020-04-07,76,84,0,43,25,90,160
Shasta,2020-04-07,5,8,0,2,3,6,13
Monterey,2020-04-07,18,25,0,5,4,21,43
Lassen,2020-04-07,0,1,0,0,0,0,1
Mendocino,2020-04-07,0,2,0,0,0,9,2
Lake,2020-04-07,0,0,0,0,0,1,0
Fresno,2020-04-07,20,82,0,11,13,50,102
San Bernardino,2020-04-07,146,178,0,54,49,126,324
Del Norte,2020-04-07,0,3,0,0,1,2,3
Yolo,2020-04-07,2,3,0,2,1,4,5
San Benito,2020-04-07,3,3,0,2,0,0,6
Siskiyou,2020-04-07,0,1,0,0,1,5,1
Santa Cruz,2020-04-07,4,4,0,4,3,4,8
Butte,2020-04-07,1,14,0,1,5,6,15
Humboldt,2020-04-07,2,7,0,0,0,7,9
San Francisco,2020-04-07,88,116,0,36,9,57,204
Kings,2020-04-07,3,4,0,2,0,3,7
Contra Costa,2020-04-07,31,38,0,17,9,82,69
Modoc,2020-04-07,0,1,0,0,0,0,1
San Joaquin,2020-04-07,31,33,0,14,4,20,64
Solano,2020-04-07,14,24,0,7,6,31,38
Amador,2020-04-07,0,0,0,0,0,3,0
Los Angeles,2020-04-07,1251,1350,0,517,162,603,2601
Yuba,2020-04-07,2,25,0,1,5,6,27
Stanislaus,2020-04-07,28,40,0,13,9,32,68
San Benito,2020-04-08,2,0,0,1,0,1,2
San Diego,2020-04-08,225,103,0,92,24,183,328
Santa Cruz,2020-04-08,4,9,0,3,4,8,13
Calaveras,2020-04-08,0,2,0,0,0,8,2
Merced,2020-04-08,1,1,0,0,2,5,2
Los Angeles,2020-04-08,1331,1077,0,532,211,582,2408
Santa Clara,2020-04-08,156,34,0,70,6,104,190
Imperial,2020-04-08,16,7,0,8,3,3,23
Yolo,2020-04-08,2,7,0,1,2,6,9
Sutter,2020-04-08,0,0,0,0,0,0,0
Sonoma,2020-04-08,6,22,0,2,5,18,28
Marin,2020-04-08,5,3,0,4,2,17,8
San Joaquin,2020-04-08,32,19,0,11,8,18,51
Colusa,2020-04-08,0,0,0,0,0,6,0
Mariposa,2020-04-08,0,0,0,0,0,0,0
Sacramento,2020-04-08,76,81,0,28,12,73,157
Modoc,2020-04-08,0,0,0,0,0,0,0
Nevada,2020-04-08,2,7,0,2,2,6,9
Madera,2020-04-08,0,6,0,0,1,7,6
Monterey,2020-04-08,18,24,0,5,0,24,42
Stanislaus,2020-04-08,30,35,0,11,5,58,65
Contra Costa,2020-04-08,35,50,0,18,13,78,85
Tehama,2020-04-08,0,2,0,0,0,4,2
Santa Barbara,2020-04-08,42,18,0,19,1,51,60
San Mateo,2020-04-08,66,20,0,25,2,32,86
San Luis Obispo,2020-04-08,2,13,0,2,11,22,15
Tuolumne,2020-04-08,0,0,0,0,0,1,0
Kings,2020-04-08,2,8,0,1,1,1,10
Fresno,2020-04-08,22,63,0,10,8,64,85
Ventura,2020-04-08,18,73,0,9,14,31,91
Alameda,2020-04-08,84,69,0,45,18,111,153
Placer,2020-04-08,18,15,0,10,2,19,33
Shasta,2020-04-08,4,5,0,2,2,10,9
Inyo,2020-04-08,9,128,0,1,1,2,137
Trinity,2020-04-08,0,0,0,0,0,0,0
Yuba,2020-04-08,2,24,0,1,3,5,26
Amador,2020-04-08,0,0,0,0,0,1,0
Napa,2020-04-08,0,7,0,0,1,5,7
Orange,2020-04-08,153,181,0,49,34,201,334
Lassen,2020-04-08,0,1,0,0,0,0,1
San Bernardino,2020-04-08,132,301,0,51,53,144,433
Butte,2020-04-08,1,15,0,1,7,4,16
El Dorado,2020-04-08,16,3,0,0,1,10,19
Riverside,2020-04-08,149,145,0,56,41,154,294
Lake,2020-04-08,0,0,0,0,1,1,0
Humboldt,2020-04-08,2,3,0,0,0,6,5
Kern,2020-04-08,31,57,0,16,3,32,88
Mono,2020-04-08,19,8,0,0,0,2,27
Del Norte,2020-04-08,0,2,0,0,1,4,2
Plumas,2020-04-08,0,1,0,0,0,0,1
Mendocino,2020-04-08,0,0,0,0,0,7,0
Solano,2020-04-08,15,19,0,8,2,27,34
Tulare,2020-04-08,7,16,0,2,5,22,23
San Francisco,2020-04-08,90,116,0,36,17,55,206
Siskiyou,2020-04-08,0,3,0,0,1,5,3
Glenn,2020-04-08,0,0,0,0,0,0,0
Monterey,2020-04-09,17,26,0,5,0,22,43
Nevada,2020-04-09,2,4,0,2,1,4,6
Humboldt,2020-04-09,2,6,0,0,2,6,8
Solano,2020-04-09,14,9,0,8,0,33,23
Los Angeles,2020-04-09,1368,758,0,541,156,569,2126
Trinity,2020-04-09,0,0,0,0,0,0,0
Mariposa,2020-04-09,0,0,0,0,0,0,0
Colusa,2020-04-09,0,0,0,0,1,5,0
Kern,2020-04-09,27,35,0,16,9,25,62
Yolo,2020-04-09,2,4,0,1,2,11,6
Contra Costa,2020-04-09,37,64,0,18,12,73,101
Tuolumne,2020-04-09,0,0,0,0,0,5,0
Sonoma,2020-04-09,5,21,0,2,4,24,26
Sutter,2020-04-09,0,0,0,0,0,0,0
San Luis Obispo,2020-04-09,2,10,0,2,8,21,12
Napa,2020-04-09,0,7,0,0,0,10,7
Plumas,2020-04-09,0,1,0,0,0,0,1
Butte,2020-04-09,1,14,0,1,4,5,15
Mono,2020-04-09,18,15,0,0,0,2,33
Shasta,2020-04-09,5,7,0,2,1,5,12
Mendocino,2020-04-09,0,0,0,0,0,8,0
Fresno,2020-04-09,25,41,0,10,9,59,66
San Mateo,2020-04-09,58,14,0,18,2,39,72
Orange,2020-04-09,146,117,0,45,29,206,263
San Diego,2020-04-09,227,124,0,98,18,163,351
Santa Cruz,2020-04-09,4,14,0,2,5,7,18
Riverside,2020-04-09,201,159,0,59,34,133,360
San Joaquin,2020-04-09,29,18,0,12,7,16,47
Madera,2020-04-09,0,3,0,0,2,5,3
San Benito,2020-04-09,2,1,0,1,0,1,3
Modoc,2020-04-09,0,0,0,0,0,0,0
Glenn,2020-04-09,0,0,0,0,0,0,0
Stanislaus,2020-04-09,28,30,0,11,7,45,58
Imperial,2020-04-09,14,10,0,7,3,1,24
Merced,2020-04-09,1,7,0,0,2,5,8
Ventura,2020-04-09,18,69,0,8,13,29,87
Santa Clara,2020-04-09,158,65,0,70,17,87,223
San Bernardino,2020-04-09,136,269,0,56,41,143,405
Yuba,2020-04-09,3,18,0,2,4,6,21
Del Norte,2020-04-09,0,2,0,0,0,5,2
Marin,2020-04-09,5,7,0,2,1,21,12
Lake,2020-04-09,0,0,0,0,1,2,0
Tulare,2020-04-09,10,11,0,5,4,19,21
Kings,2020-04-09,6,6,0,3,0,2,12
Sacramento,2020-04-09,74,60,0,31,11,63,134
Lassen,2020-04-09,0,2,0,0,0,0,2
El Dorado,2020-04-09,17,3,0,0,1,10,20
Placer,2020-04-09,18,12,0,9,1,16,30
Amador,2020-04-09,0,0,0,0,0,3,0
Tehama,2020-04-09,0,1,0,0,1,5,1
Santa Barbara,2020-04-09,40,18,0,20,2,45,58
San Francisco,2020-04-09,88,64,0,33,13,45,152
Inyo,2020-04-09,9,135,0,1,0,3,144
Alameda,2020-04-09,80,76,0,44,18,107,156
Calaveras,2020-04-09,0,0,0,0,0,11,0
Siskiyou,2020-04-09,0,2,0,0,0,5,2
Solano,2020-04-10,18,9,0,9,3,31,27
Sutter,2020-04-10,0,0,0,0,0,0,0
Modoc,2020-04-10,0,0,0,0,0,0,0
Plumas,2020-04-10,0,0,0,0,0,0,0
Colusa,2020-04-10,0,0,0,0,0,6,0
Imperial,2020-04-10,14,12,0,8,3,1,26
San Joaquin,2020-04-10,26,17,0,14,5,20,43
Los Angeles,2020-04-10,1299,754,0,514,142,663,2053
Del Norte,2020-04-10,0,3,0,0,0,4,3
Sonoma,2020-04-10,4,18,0,1,6,32,22
San Luis Obispo,2020-04-10,2,3,0,2,3,24,5
Mendocino,2020-04-10,0,1,0,0,1,5,1
Lake,2020-04-10,0,1,0,0,0,2,1
Orange,2020-04-10,139,129,0,69,25,187,268
Humboldt,2020-04-10,2,10,0,0,3,0,12
Santa Cruz,2020-04-10,4,11,0,3,5,4,15
Santa Clara,2020-04-10,151,44,0,67,5,99,195
Yolo,2020-04-10,3,2,0,1,1,7,5
Fresno,2020-04-10,27,41,0,11,9,57,68
Contra Costa,2020-04-10,42,30,0,17,6,75,72
Monterey,2020-04-10,18,21,0,5,1,25,39
Trinity,2020-04-10,0,0,0,0,0,0,0
Calaveras,2020-04-10,0,0,0,0,0,11,0
El Dorado,2020-04-10,17,1,0,0,1,10,18
Marin,2020-04-10,6,26,0,1,1,17,32
Nevada,2020-04-10,3,3,0,2,1,6,6
San Mateo,2020-04-10,56,12,0,18,3,41,68
Kern,2020-04-10,33,38,0,15,5,45,71
Yuba,2020-04-10,2,8,0,1,0,7,10
Napa,2020-04-10,0,7,0,0,4,7,7
Tulare,2020-04-10,11,10,0,6,1,16,21
Alameda,2020-04-10,93,71,0,45,26,128,164
Mono,2020-04-10,0,3,0,0,0,2,3
Riverside,2020-04-10,206,141,0,57,34,140,347
Siskiyou,2020-04-10,0,0,0,0,0,4,0
Kings,2020-04-10,8,0,0,3,0,1,8
Tehama,2020-04-10,0,1,0,0,0,8,1
San Benito,2020-04-10,2,1,0,1,0,1,3
Inyo,2020-04-10,9,135,0,1,0,3,144
San Bernardino,2020-04-10,156,295,0,66,58,134,451
Ventura,2020-04-10,19,76,0,8,13,30,95
Merced,2020-04-10,0,2,0,0,1,4,2
Shasta,2020-04-10,5,7,0,2,1,12,12
Amador,2020-04-10,0,0,0,0,0,4,0
Tuolumne,2020-04-10,0,0,0,0,1,0,0
Lassen,2020-04-10,0,2,0,0,0,0,2
Butte,2020-04-10,1,15,0,1,5,5,16
Stanislaus,2020-04-10,27,17,0,11,3,44,44
Glenn,2020-04-10,0,0,0,0,0,0,0
Madera,2020-04-10,0,5,0,0,1,6,5
Placer,2020-04-10,16,11,0,9,3,9,27
San Francisco,2020-04-10,85,46,0,32,12,125,131
Mariposa,2020-04-10,0,0,0,0,0,0,0
Sacramento,2020-04-10,70,45,0,30,13,69,115
Santa Barbara,2020-04-10,42,13,0,19,1,43,55
San Diego,2020-04-10,230,124,0,96,14,153,354
Merced,2020-04-11,0,2,0,0,1,3,2
Mono,2020-04-11,0,3,0,0,0,2,3
Modoc,2020-04-11,0,0,0,0,0,0,0
Placer,2020-04-11,20,19,0,7,4,13,39
Tehama,2020-04-11,0,0,0,0,0,7,0
Mariposa,2020-04-11,0,0,0,0,0,0,0
Sonoma,2020-04-11,3,19,0,1,4,30,22
Siskiyou,2020-04-11,0,0,0,0,0,4,0
Amador,2020-04-11,0,0,0,0,0,4,0
Shasta,2020-04-11,5,3,0,2,0,12,8
Alameda,2020-04-11,87,91,0,46,19,121,178
San Bernardino,2020-04-11,153,213,0,57,42,117,366
Calaveras,2020-04-11,0,1,0,0,1,11,1
Plumas,2020-04-11,0,0,0,0,0,0,0
Sacramento,2020-04-11,67,46,0,29,10,80,113
Glenn,2020-04-11,0,0,0,0,0,0,0
Nevada,2020-04-11,3,3,0,2,1,5,6
Colusa,2020-04-11,0,0,0,0,0,6,0
Stanislaus,2020-04-11,23,19,0,8,4,44,42
Kings,2020-04-11,10,0,0,4,0,1,10
Tulare,2020-04-11,12,3,0,4,2,19,15
Santa Clara,2020-04-11,146,61,0,66,8,106,207
San Mateo,2020-04-11,54,15,0,18,2,42,69
Imperial,2020-04-11,14,11,0,7,3,1,25
Del Norte,2020-04-11,0,2,0,0,1,5,2
Yolo,2020-04-11,3,4,0,1,0,7,7
Trinity,2020-04-11,0,0,0,0,0,0,0
Butte,2020-04-11,2,4,0,1,1,5,6
Marin,2020-04-11,2,27,0,1,3,14,29
Napa,2020-04-11,0,0,0,0,0,5,0
Yuba,2020-04-11,2,2,0,2,0,9,4
Fresno,2020-04-11,28,63,0,11,8,52,91
San Benito,2020-04-11,2,2,0,0,0,2,4
Humboldt,2020-04-11,2,5,0,0,3,3,7
Solano,2020-04-11,13,16,0,9,4,32,29
Los Angeles,2020-04-11,1362,905,0,555,135,595,2267
Inyo,2020-04-11,10,140,0,1,0,3,150
San Luis Obispo,2020-04-11,2,10,0,2,5,23,12
Riverside,2020-04-11,232,127,0,57,26,149,359
Sutter,2020-04-11,0,0,0,0,0,0,0
Kern,2020-04-11,32,52,0,17,4,41,84
Madera,2020-04-11,0,5,0,0,2,5,5
Monterey,2020-04-11,18,17,0,5,2,24,35
Lassen,2020-04-11,0,4,0,0,0,0,4
Tuolumne,2020-04-11,0,2,0,0,0,3,2
Santa Barbara,2020-04-11,40,16,0,21,4,53,56
San Francisco,2020-04-11,82,51,0,28,13,132,133
San Diego,2020-04-11,239,118,0,98,23,140,357
Lake,2020-04-11,0,0,0,0,0,0,0
Mendocino,2020-04-11,0,1,0,0,1,9,1
San Joaquin,2020-04-11,23,14,0,14,5,28,37
El Dorado,2020-04-11,17,2,0,0,1,9,19
Orange,2020-04-11,144,109,0,44,20,219,253
Contra Costa,2020-04-11,39,38,0,15,15,75,77
Ventura,2020-04-11,22,58,0,9,11,33,80
Santa Cruz,2020-04-11,4,14,0,3,6,6,18
Orange,2020-04-12,138,108,0,63,33,190,246
Marin,2020-04-12,2,24,0,1,1,13,26
Riverside,2020-04-12,245,142,0,69,26,146,387
Sutter,2020-04-12,0,0,0,0,0,0,0
Tehama,2020-04-12,0,3,0,0,0,6,3
Butte,2020-04-12,2,0,0,2,0,15,2
Santa Cruz,2020-04-12,4,15,0,3,6,4,19
Sonoma,2020-04-12,3,11,0,1,3,25,14
Placer,2020-04-12,19,15,0,6,3,6,34
Yuba,2020-04-12,1,0,0,1,0,6,1
Del Norte,2020-04-12,0,2,0,0,0,6,2
Yolo,2020-04-12,4,4,0,2,0,3,8
Glenn,2020-04-12,0,0,0,0,0,0,0
Mariposa,2020-04-12,0,0,0,0,0,0,0
Napa,2020-04-12,0,0,0,0,0,6,0
Kings,2020-04-12,8,0,0,3,0,3,8
Lassen,2020-04-12,0,4,0,0,0,0,4
Siskiyou,2020-04-12,0,0,0,0,0,6,0
San Benito,2020-04-12,0,0,0,0,0,2,0
Inyo,2020-04-12,10,140,0,1,0,4,150
Colusa,2020-04-12,0,0,0,0,0,6,0
El Dorado,2020-04-12,19,1,0,0,0,11,20
Plumas,2020-04-12,0,0,0,0,0,0,0
Alameda,2020-04-12,91,101,0,42,21,52,192
Kern,2020-04-12,31,28,0,18,3,41,59
Madera,2020-04-12,0,5,0,0,0,5,5
San Diego,2020-04-12,244,108,0,99,19,170,352
Sacramento,2020-04-12,69,46,0,28,9,68,115
Fresno,2020-04-12,23,46,0,11,4,54,69
Mendocino,2020-04-12,0,0,0,0,0,6,0
San Joaquin,2020-04-12,25,21,0,10,6,23,46
Lake,2020-04-12,0,0,0,0,0,0,0
Nevada,2020-04-12,3,1,0,2,2,4,4
Tulare,2020-04-12,15,4,0,6,1,22,19
Merced,2020-04-12,0,3,0,0,2,2,3
Los Angeles,2020-04-12,1433,715,0,559,144,564,2148
Ventura,2020-04-12,21,65,0,8,8,36,86
Stanislaus,2020-04-12,19,19,0,8,3,7,38
San Bernardino,2020-04-12,157,172,0,63,36,108,329
Santa Clara,2020-04-12,145,51,0,66,8,102,196
San Francisco,2020-04-12,92,44,0,30,7,71,136
San Luis Obispo,2020-04-12,2,8,0,2,4,24,10
Shasta,2020-04-12,4,3,0,2,0,15,7
Santa Barbara,2020-04-12,42,7,0,21,1,53,49
Contra Costa,2020-04-12,46,32,0,16,3,64,78
Monterey,2020-04-12,19,13,0,4,4,26,32
San Mateo,2020-04-12,46,31,0,16,2,23,77
Tuolumne,2020-04-12,0,0,0,0,0,5,0
Amador,2020-04-12,0,0,0,0,0,3,0
Calaveras,2020-04-12,0,2,0,0,2,9,2
Humboldt,2020-04-12,2,4,0,0,2,3,6
Imperial,2020-04-12,18,13,0,8,1,2,31
Solano,2020-04-12,13,19,0,7,10,30,32
Trinity,2020-04-12,0,0,0,0,0,0,0
Modoc,2020-04-12,0,0,0,0,0,0,0
Mono,2020-04-12,0,3,0,0,0,2,3
Riverside,2020-04-13,247,122,0,66,30,132,369
San Diego,2020-04-13,243,107,0,101,24,171,350
Santa Clara,2020-04-13,151,66,0,65,11,87,217
Fresno,2020-04-13,22,57,0,12,8,60,79
Tehama,2020-04-13,0,0,0,0,0,6,0
El Dorado,2020-04-13,19,1,0,0,1,12,20
Sonoma,2020-04-13,3,14,0,1,3,31,17
Tulare,2020-04-13,14,3,0,6,0,18,17
Inyo,2020-04-13,10,150,0,1,2,3,160
Santa Barbara,2020-04-13,42,7,0,21,2,59,49
Calaveras,2020-04-13,0,1,0,0,1,10,1
Contra Costa,2020-04-13,44,44,0,16,5,69,88
Kings,2020-04-13,0,1,0,0,1,0,1
Monterey,2020-04-13,22,19,0,4,2,21,41
Kern,2020-04-13,39,32,0,18,1,49,71
Amador,2020-04-13,0,0,0,0,0,3,0
Alameda,2020-04-13,85,81,0,40,21,58,166
Placer,2020-04-13,18,9,0,5,3,10,27
Sacramento,2020-04-13,73,36,0,28,7,65,109
Lake,2020-04-13,0,2,0,0,1,3,2
Solano,2020-04-13,13,13,0,7,5,27,26
Orange,2020-04-13,149,81,0,54,17,205,230
San Luis Obispo,2020-04-13,2,5,0,2,2,20,7
Madera,2020-04-13,0,4,0,0,1,8,4
San Benito,2020-04-13,1,1,0,0,0,2,2
Tuolumne,2020-04-13,0,0,0,0,0,6,0
Los Angeles,2020-04-13,1501,793,0,570,150,632,2294
Modoc,2020-04-13,0,0,0,0,0,0,0
Ventura,2020-04-13,21,56,0,9,9,35,77
Lassen,2020-04-13,0,4,0,0,0,0,4
Siskiyou,2020-04-13,0,2,0,0,2,3,2
Humboldt,2020-04-13,2,8,0,0,1,10,10
San Francisco,2020-04-13,89,48,0,30,9,61,137
Mariposa,2020-04-13,0,3,0,0,0,0,3
Imperial,2020-04-13,19,8,0,7,1,6,27
San Mateo,2020-04-13,57,19,0,18,4,26,76
Butte,2020-04-13,1,8,0,1,7,3,9
Nevada,2020-04-13,2,2,0,2,2,5,4
Marin,2020-04-13,2,20,0,2,1,12,22
San Bernardino,2020-04-13,167,155,0,60,24,135,322
Yuba,2020-04-13,1,2,0,0,0,8,3
Glenn,2020-04-13,0,0,0,0,0,0,0
Mendocino,2020-04-13,7,1,0,3,0,6,8
Del Norte,2020-04-13,0,1,0,0,1,3,1
San Joaquin,2020-04-13,26,16,0,12,8,14,42
Sutter,2020-04-13,0,0,0,0,0,0,0
Colusa,2020-04-13,0,0,0,0,0,6,0
Yolo,2020-04-13,4,0,0,2,0,14,4
Shasta,2020-04-13,3,0,0,2,0,6,3
Napa,2020-04-13,0,1,0,0,0,9,1
Santa Cruz,2020-04-13,4,8,0,3,2,1,12
Merced,2020-04-13,0,4,0,0,1,5,4
Stanislaus,2020-04-13,21,22,0,9,5,45,43
Plumas,2020-04-13,0,1,0,0,0,0,1
Mono,2020-04-13,0,1,0,0,0,2,1
Trinity,2020-04-13,0,0,0,0,0,0,0
Sacramento,2020-04-14,70,46,0,24,8,59,116
Fresno,2020-04-14,24,45,0,12,8,42,69
Shasta,2020-04-14,1,4,0,1,2,9,5
Inyo,2020-04-14,10,156,0,0,1,5,166
Imperial,2020-04-14,19,14,0,6,3,3,33
Yuba,2020-04-14,1,1,0,0,1,7,2
Plumas,2020-04-14,0,1,0,0,0,0,1
Contra Costa,2020-04-14,37,51,0,15,9,61,88
Tuolumne,2020-04-14,0,0,0,0,0,1,0
Madera,2020-04-14,0,4,0,0,2,7,4
Lassen,2020-04-14,0,6,0,0,0,0,6
Yolo,2020-04-14,3,0,0,2,0,12,3
Santa Cruz,2020-04-14,4,4,0,3,0,3,8
Mariposa,2020-04-14,0,3,0,0,0,0,3
San Joaquin,2020-04-14,22,10,0,12,1,12,32
Siskiyou,2020-04-14,0,0,0,0,0,2,0
Marin,2020-04-14,2,23,0,2,3,9,25
Kern,2020-04-14,35,23,0,17,3,45,58
Glenn,2020-04-14,0,0,0,0,0,0,0
Nevada,2020-04-14,3,4,0,2,1,7,7
Santa Clara,2020-04-14,144,47,0,66,5,104,191
Amador,2020-04-14,0,0,0,0,0,4,0
Del Norte,2020-04-14,0,5,0,0,4,4,5
Calaveras,2020-04-14,0,1,0,0,0,12,1
San Luis Obispo,2020-04-14,3,15,0,2,6,18,18
Kings,2020-04-14,8,0,0,2,0,2,8
Sonoma,2020-04-14,3,9,0,1,3,23,12
Placer,2020-04-14,17,15,0,5,4,9,32
Sutter,2020-04-14,0,0,0,0,0,0,0
Ventura,2020-04-14,24,35,0,9,7,43,59
San Benito,2020-04-14,1,1,0,0,0,2,2
Mendocino,2020-04-14,0,0,0,0,0,6,0
San Bernardino,2020-04-14,166,149,0,59,43,117,315
Humboldt,2020-04-14,2,7,0,0,0,10,9
Merced,2020-04-14,0,4,0,0,2,4,4
Stanislaus,2020-04-14,18,25,0,9,7,50,43
Colusa,2020-04-14,0,0,0,0,0,6,0
Tulare,2020-04-14,15,5,0,6,0,18,20
Butte,2020-04-14,1,6,0,1,6,4,7
Mono,2020-04-14,0,1,0,0,0,2,1
San Mateo,2020-04-14,55,12,0,19,4,25,67
Lake,2020-04-14,0,3,0,0,0,3,3
Monterey,2020-04-14,18,13,0,3,0,25,31
Trinity,2020-04-14,0,0,0,0,0,0,0
Riverside,2020-04-14,235,117,0,64,36,141,352
Orange,2020-04-14,147,111,0,57,31,259,258
Los Angeles,2020-04-14,1587,613,0,588,115,614,2200
Santa Barbara,2020-04-14,42,8,0,19,1,64,50
Solano,2020-04-14,12,25,0,6,4,27,37
San Diego,2020-04-14,243,109,0,101,22,162,352
Alameda,2020-04-14,92,106,0,34,21,61,198
Napa,2020-04-14,0,0,0,0,0,8,0
El Dorado,2020-04-14,20,3,0,0,0,12,23
Modoc,2020-04-14,0,1,0,0,0,0,1
San Francisco,2020-04-14,87,53,0,28,5,69,140
Tehama,2020-04-14,0,0,0,0,0,4,0
Mendocino,2020-04-15,0,0,0,0,0,8,0
Los Angeles,2020-04-15,1624,632,0,600,139,566,2256
Kings,2020-04-15,8,0,0,2,0,3,8
San Diego,2020-04-15,236,112,0,98,23,148,348
San Mateo,2020-04-15,53,18,0,14,4,27,71
Tehama,2020-04-15,0,0,0,0,0,7,0
Contra Costa,2020-04-15,38,41,0,16,8,76,79
Mariposa,2020-04-15,0,4,0,0,0,0,4
Sutter,2020-04-15,0,0,0,0,0,0,0
San Joaquin,2020-04-15,21,21,0,10,3,27,42
Modoc,2020-04-15,0,0,0,0,0,0,0
San Bernardino,2020-04-15,149,109,0,65,39,61,258
Fresno,2020-04-15,25,33,0,12,2,44,58
Napa,2020-04-15,0,0,0,0,0,8,0
Riverside,2020-04-15,207,155,0,70,29,112,362
Marin,2020-04-15,4,10,0,2,4,11,14
Siskiyou,2020-04-15,2,0,0,0,2,3,2
Placer,2020-04-15,13,11,0,2,4,12,24
Solano,2020-04-15,9,14,0,6,4,30,23
Stanislaus,2020-04-15,19,17,0,7,4,33,36
El Dorado,2020-04-15,0,5,0,0,1,12,5
Shasta,2020-04-15,1,1,0,1,0,13,2
Calaveras,2020-04-15,0,0,0,0,0,10,0
Lake,2020-04-15,3,3,0,0,2,1,6
Humboldt,2020-04-15,2,5,0,0,0,11,7
Plumas,2020-04-15,0,0,0,0,0,0,0
Del Norte,2020-04-15,0,0,0,0,1,4,0
Glenn,2020-04-15,0,0,0,0,0,0,0
Sacramento,2020-04-15,66,60,0,20,14,55,126
Kern,2020-04-15,40,12,0,16,1,47,52
Santa Cruz,2020-04-15,4,2,0,3,2,5,6
Inyo,2020-04-15,15,163,0,0,0,6,178
San Francisco,2020-04-15,87,84,0,25,7,76,171
Monterey,2020-04-15,20,11,0,4,1,22,31
Alameda,2020-04-15,81,99,0,34,11,70,180
Sonoma,2020-04-15,3,13,0,1,7,25,16
Butte,2020-04-15,1,5,0,0,2,6,6
Mono,2020-04-15,0,0,0,0,0,2,0
San Luis Obispo,2020-04-15,2,6,0,2,4,28,8
Yuba,2020-04-15,0,2,0,0,2,8,2
San Benito,2020-04-15,1,0,0,0,0,4,1
Madera,2020-04-15,1,6,0,0,1,6,7
Lassen,2020-04-15,0,6,0,0,0,0,6
Imperial,2020-04-15,21,13,0,7,4,2,34
Colusa,2020-04-15,0,0,0,0,0,6,0
Ventura,2020-04-15,25,57,0,8,16,37,82
Tulare,2020-04-15,18,3,0,7,0,22,21
Santa Clara,2020-04-15,144,42,0,65,6,92,186
Trinity,2020-04-15,0,0,0,0,0,0,0
Nevada,2020-04-15,3,4,0,2,1,2,7
Merced,2020-04-15,0,0,0,0,0,5,0
Amador,2020-04-15,0,0,0,0,0,2,0
Yolo,2020-04-15,2,1,0,2,0,14,3
Tuolumne,2020-04-15,0,0,0,0,0,3,0
Orange,2020-04-15,156,103,0,73,27,235,259
Santa Barbara,2020-04-15,37,7,0,17,2,61,44
Sacramento,2020-04-16,64,54,0,25,13,43,118
Siskiyou,2020-04-16,0,2,0,0,1,4,2
Tehama,2020-04-16,0,1,0,0,0,5,1
San Mateo,2020-04-16,54,18,0,13,3,26,72
Monterey,2020-04-16,20,22,0,4,0,23,42
Santa Cruz,2020-04-16,4,3,0,3,1,7,7
Sonoma,2020-04-16,3,10,0,1,3,28,13
Del Norte,2020-04-16,0,3,0,0,0,2,3
Napa,2020-04-16,0,0,0,0,0,2,0
Tuolumne,2020-04-16,0,0,0,0,0,2,0
Humboldt,2020-04-16,1,5,0,4,2,-1,6
Nevada,2020-04-16,3,3,0,2,2,2,6
Imperial,2020-04-16,21,7,0,9,1,3,28
Lake,2020-04-16,1,0,0,0,0,1,1
Colusa,2020-04-16,0,1,0,0,1,5,1
Mariposa,2020-04-16,0,1,0,0,0,0,1
Solano,2020-04-16,9,15,0,6,4,28,24
Ventura,2020-04-16,24,52,0,7,10,38,76
Butte,2020-04-16,1,10,0,0,3,8,11
Glenn,2020-04-16,0,0,0,0,0,0,0
Santa Clara,2020-04-16,134,48,0,69,8,89,182
Marin,2020-04-16,5,7,0,2,1,15,12
Amador,2020-04-16,0,0,0,0,0,5,0
Mono,2020-04-16,0,0,0,0,0,2,0
Sutter,2020-04-16,0,0,0,0,0,0,0
Merced,2020-04-16,1,1,0,0,0,7,2
Mendocino,2020-04-16,0,0,0,0,0,8,0
Orange,2020-04-16,152,117,0,55,25,258,269
Shasta,2020-04-16,1,0,0,1,0,14,1
Riverside,2020-04-16,216,150,0,72,34,123,366
Inyo,2020-04-16,0,3,0,0,1,5,3
Tulare,2020-04-16,22,5,0,8,1,17,27
San Benito,2020-04-16,1,0,0,0,0,2,1
San Francisco,2020-04-16,84,35,0,31,9,64,119
Stanislaus,2020-04-16,18,19,0,6,3,25,37
Yuba,2020-04-16,0,2,0,0,2,6,2
Fresno,2020-04-16,33,33,0,12,4,48,66
Madera,2020-04-16,0,7,0,0,0,6,7
Placer,2020-04-16,12,18,0,1,1,15,30
Los Angeles,2020-04-16,1679,620,0,594,108,608,2299
Contra Costa,2020-04-16,37,59,0,14,13,61,96
Trinity,2020-04-16,0,0,0,0,0,0,0
Calaveras,2020-04-16,0,1,0,0,1,10,1
San Bernardino,2020-04-16,164,124,0,60,25,83,288
Lassen,2020-04-16,0,5,0,0,0,0,5
